id,source,business_name,owner_name,email,phone,website,facebook,instagram,linkedin,twitter,address,city,state,zip_code,latitude,longitude,category,subcategories,rating,review_count,price_level,pain_points,notes,scraped_at,last_updated
e41a3e3a9b79,"google_places,google_places,google_places,google_places,google_places,google_places,google_places,google_places,google_places",Best Buy,,,(239) 597-8529,https://stores.bestbuy.com/fl/naples/6325-naples-blvd-524.html/?ref=NS&loc=ns100,,,,,"6325 Naples Blvd, Naples, FL 34109, USA",Naples,FL,34109,26.2215078,-81.7740695,online store,electronics_store|home_goods_store|establishment|store|point_of_interest,4.1,3441,$$,,,2026-01-19T18:06:29.267407,2026-01-20T09:56:41.193658
3e16b12caffc,"google_places,google_places,google_places,google_places,google_places,google_places,google_places,google_places,google_places,google_places,google_places",Walmart Supercenter,,,(239) 591-4311,https://www.walmart.com/store/1957-naples-fl/?veh=seo_loc,,,,,"11225 Tamiami Trl N, Naples, FL 34110, USA",Naples,FL,34110,26.2742118,-81.8030014,online store,food|electronics_store|department_store|home_goods_store|furniture_store|bakery|hardware_store|establishment|clothing_store|grocery_or_supermarket|store|point_of_interest,4.1,3373,$,,,2026-01-19T18:06:31.258297,2026-01-20T09:56:59.460676
6a6b066342d9,"google_places,google_places,google_places,google_places,google_places,google_places,google_places,google_places",Herbally Elevated LLC,,,(661) 776-5834,,,,,,"Online Only, 1130 Creekside Pkwy Unit 110782, Naples, FL 34108, USA",Naples,FL,34108,26.2702088,-81.7942959,online store,store|health|establishment|point_of_interest,5,9,,few_reviews|no_website|status_closed_temporarily,,2026-01-19T18:06:33.394651,2026-01-20T10:16:03.753141
e92f4ae25ea4,"google_places,google_places",St. Matthew's House Naples Flagship Thrift Store,,,(239) 774-3315,http://stmatthewshousethrift.org/,,,,,"2601 Airport-Pulling Rd, Naples, FL 34112, USA",Naples,FL,34112,26.131314,-81.7656738,online store,home_goods_store|point_of_interest|book_store|establishment|furniture_store|store|clothing_store,4.4,378,,,,2026-01-19T18:06:35.283591,2026-01-20T08:47:17.306812
1783d542d7df,google_places,Hot Topic,,,(239) 643-3140,https://www.hottopic.com/store-details?StoreId=0441,,,,,"1932 9th St N J6, Naples, FL 34102, USA",Naples,FL,34102,26.1699206,-81.79474239999999,online store,clothing_store|establishment|point_of_interest|store,4.4,223,$$,,,2026-01-19T18:06:37.271388,2026-01-19T18:06:37.271388
741c5bc99393,"google_places,google_places,google_places,google_places",CVS,,,(239) 261-6444,https://www.cvs.com/store-locator/naples-fl-pharmacies/5296-tamiami-trl-n-naples-fl-34103/storeid=1816?WT.mc_id=LS_GOOGLE_FS_1816,,,,,"5296 Tamiami Trl N, Naples, FL 34103, USA",Naples,FL,34103,26.2105121,-81.7998096,online store,food|clothing_store|health|convenience_store|establishment|liquor_store|store|drugstore|point_of_interest,2.6,87,,low_rating,,2026-01-19T18:06:39.280746,2026-01-20T08:43:25.742846
21cb080e2a29,"google_places,google_places,google_places,google_places,google_places,google_places,google_places,google_places,google_places,google_places,google_places",Back of the Bay Boutique in Tin City,,,(239) 263-4015,http://backofthebayboutique.com/,,,,,"1200 5th Ave S #207, Naples, FL 34102, USA",Naples,FL,34102,26.1415188,-81.79049239999999,online store,store|establishment|point_of_interest|clothing_store,4.2,29,,,,2026-01-19T18:06:41.285289,2026-01-20T09:05:03.273435
f8a271b21867,"google_places,google_places",Super Latina Food Mart,,,(239) 354-3342,https://maps.app.goo.gl/JGhTeHpFFA7TkXut5,,,,,"2164 Santa Barbara Blvd, Naples, FL 34116, USA",Naples,FL,34116,26.188423,-81.7187208,online store,food|restaurant|establishment|convenience_store|supermarket|grocery_or_supermarket|store|point_of_interest,4.7,12,,,,2026-01-19T18:06:45.459559,2026-01-19T19:45:03.242146
098488c85e80,"google_places,google_places,google_places,google_places,google_places,google_places,google_places,google_places",Back of the Bay Boutique,,,(239) 649-7695,https://www.backofthebayboutique.com/,,,,,"616 5th Ave S, Naples, FL 34102, USA",Naples,FL,34102,26.1411907,-81.79851699999999,online store,store|establishment|point_of_interest|clothing_store,4.7,60,,,,2026-01-19T18:06:47.505485,2026-01-20T09:04:11.023943
692eeec9f497,"google_places,google_places,google_places",Curaleaf Dispensary Bonita Springs,,,(239) 256-3671,https://curaleaf.com/shop/florida/curaleaf-dispensary-bonita-springs?utm_source=google&utm_medium=gmb&utm_campaign=gmb-menu,,,,,"11721 Bonita Beach Rd SE, Bonita Springs, FL 34135, USA",Bonita Springs,FL,34135,26.3305919,-81.75936469999999,online store,store|health|establishment|point_of_interest,4.6,953,,,,2026-01-19T18:06:49.501334,2026-01-20T09:27:12.020586
20c21e9a34b6,"google_places,google_places,google_places",The Mystical Moon,,,(239) 301-0655,http://www.themysticalmoon.com/,,,,,"8951 Bonita Beach Rd SE ste 255, Bonita Springs, FL 34135, USA",Bonita Springs,FL,34135,26.3299389,-81.8043174,online store,store|establishment|point_of_interest,4.6,347,,,,2026-01-19T18:06:51.518127,2026-01-20T09:27:32.020438
35502f3bd95d,"google_places,google_places,google_places,google_places,google_places,google_places,google_places,google_places,google_places,google_places",Marissa Collections,,,(800) 581-6641,https://www.marissacollections.com/,,,,,"1167 3rd St S, Naples, FL 34102, USA",Naples,FL,34102,26.133016,-81.801785,online store,shoe_store|establishment|jewelry_store|clothing_store|store|point_of_interest,3.7,76,,,,2026-01-19T18:06:53.491743,2026-01-20T09:04:51.230160
47c3be663a7d,google_places,Twin Dragon Games,,,(239) 300-0380,https://discord.com/invite/TwJPQHxGgD,,,,,"3747 Tamiami Trl E, Naples, FL 34112, USA",Naples,FL,34112,26.1213468,-81.75868419999999,online store,establishment|point_of_interest|store,4.9,45,,,,2026-01-19T18:06:55.543809,2026-01-19T18:06:55.543809
7aaeb00f53f3,"google_places,google_places,google_places,google_places,google_places",Home Sweet Home Decor,,,(239) 970-0168,https://www.homesweethomemarcoisland.com/,,,,,"1089 N Collier Blvd, Marco Island, FL 34145, USA",Marco Island,FL,34145,25.9535337,-81.7232711,online store,store|establishment|home_goods_store|point_of_interest,5,10,,,,2026-01-19T18:06:57.500276,2026-01-20T09:02:32.724800
32b9f39ad41e,"google_places,google_places,google_places,google_places",Publix Super Market at Naples Lakes Village Center,,,(239) 774-5080,https://www.publix.com/?setstorenumber=811&utm_medium=maps&utm_source=extendednetwork&utm_content=psm_website_url,,,,,"8585 Collier Blvd, Naples, FL 34114, USA",Naples,FL,34114,26.1104206,-81.68874819999999,online store,food|bakery|florist|establishment|supermarket|liquor_store|grocery_or_supermarket|store|point_of_interest,4.4,957,$$,,,2026-01-19T18:06:59.524209,2026-01-20T08:49:41.016567
b4c8b8e857d6,"google_places,google_places,google_places,google_places,google_places,google_places,google_places,google_places",Shady and Katie Apparel,,,(239) 529-2751,http://www.shadyandkatie.com/,,,,,"945 Central Ave, Naples, FL 34102, USA",Naples,FL,34102,26.1477876,-81.7949453,online store,store|establishment|point_of_interest|clothing_store,5,11,,,,2026-01-19T18:07:01.493036,2026-01-20T09:04:55.260536
f6d7f6989ed3,"google_places,google_places",American Rare Coin Collectibles,,,(239) 262-1932,,,,,,"3400 Tamiami Trl N # 101, Naples, FL 34103, USA",Naples,FL,34103,26.1873499,-81.7993479,online store,store|establishment|point_of_interest,4,15,,no_website,,2026-01-19T18:07:03.496821,2026-01-19T19:46:23.889490
2c1aaf740a35,"google_places,google_places,google_places,google_places,google_places,google_places",ABC Fine Wine & Spirits,,,(239) 596-5434,https://www.abcfws.com/,,,,,"1000 Crosspointe Dr, Naples, FL 34110, USA",Naples,FL,34110,26.2729711,-81.7990908,online store,food|establishment|liquor_store|store|point_of_interest,4.4,606,$$,,,2026-01-19T18:07:05.498667,2026-01-20T09:40:06.361902
65468f11dc6d,"google_places,google_places,google_places,google_places,google_places",Island Trends,,,(239) 431-0599,http://www.islandtrends.com/,,,,,"938 N Collier Blvd, Marco Island, FL 34145, USA",Marco Island,FL,34145,25.954378,-81.7263497,online store,shoe_store|establishment|clothing_store|store|point_of_interest,3.9,85,,,,2026-01-19T18:07:07.562896,2026-01-20T09:03:52.997009
01973f4e27dc,google_places,Macys,,,(239) 434-1300,,,,,,"1942 Tamiami Trl N, Naples, FL 34102, USA",Naples,FL,34102,26.1697144,-81.7977496,online store,establishment|jewelry_store|point_of_interest|store,4.3,16,,no_website,,2026-01-19T18:07:09.505410,2026-01-19T18:07:09.505410
b84636124444,"google_places,google_places",Wawa,,,(239) 280-9712,https://www.wawa.com/locations/5238?utm_source=gmblisting&utm_medium=organic&utm_campaign=locallisting,,,,,"4787 Radio Rd, Naples, FL 34104, USA",Naples,FL,34104,26.15397,-81.75133699999999,online store,food|restaurant|cafe|establishment|convenience_store|gas_station|store|point_of_interest,4,188,$,,,2026-01-19T18:07:11.500390,2026-01-20T08:47:13.292577
eb068e65f831,"google_places,google_places,google_places,google_places,google_places,google_places,google_places,google_places",Family Hobby Center,,,(239) 261-8545,http://www.familyhobbycenter.com/,,,,,"155 10th St N, Naples, FL 34102, USA",Naples,FL,34102,26.1492873,-81.7945536,online store,store|establishment|point_of_interest,4.8,272,,,,2026-01-19T18:07:13.511268,2026-01-20T10:54:11.606610
8e63e220506a,"google_places,google_places,google_places",Store Space Self Storage,,,(239) 946-4114,https://www.storespace.com/storage-locations/florida/storage-units-in-bonita-springs/store-space-26300-old-41-rd-bonita-springs-34135?utm_source=google&utm_medium=organic&utm_campaign=L001_Bonita-Springs-FL_GMB,,,,,"26300 Old 41 Rd, Bonita Springs, FL 34135, USA",Bonita Springs,FL,34135,26.3557806,-81.7840456,online store,store|storage|establishment|point_of_interest,4.3,93,,,,2026-01-19T18:07:15.564489,2026-01-20T09:28:18.277862
64739ae541a7,"google_places,google_places,google_places",BlackBrook Leather Cases & Tech Accessories,,,(212) 960-3442,https://blackbrookcase.com/,,,,,"4795 Enterprise Ave, Naples, FL 34104, USA",Naples,FL,34104,26.1613189,-81.7511495,online store,store|establishment|point_of_interest,4.7,58,,,,2026-01-19T18:07:17.527901,2026-01-20T08:46:39.056370
f1b9eac3e081,"google_places,google_places",Hobby Lobby,,,(239) 732-9622,https://www.hobbylobby.com/stores/search/736,,,,,"9955 Triangle Blvd, Naples, FL 34113, USA",Naples,FL,34113,26.0676385,-81.7029139,online store,store|establishment|home_goods_store|point_of_interest,4.5,811,$$,,,2026-01-19T18:07:19.528680,2026-01-20T09:02:48.746543
651c566631af,google_places,Batteries Plus,,,(239) 799-1890,https://www.batteriesplus.com/store-locator/fl/naples/batteries-plus-452?utm_source=gmb&utm_medium=local&utm_campaign=bpb&storecode=452,,,,,"1811 Tamiami Trl N, Naples, FL 34102, USA",Naples,FL,34102,26.1686165,-81.79999579999999,online store,car_repair|establishment|home_goods_store|locksmith|point_of_interest|store,4.3,201,,,,2026-01-19T18:07:21.591664,2026-01-19T18:07:21.591664
c42a2f038aec,google_places,Valvoline Instant Oil Change,,,(239) 566-1002,https://store.vioc.com/fl/naples/2257-pine-ridge-rd?utm_source=google&utm_medium=local&utm_campaign=localsearch,,,,,"2257 Pine Ridge Rd, Naples, FL 34109, USA",Naples,FL,34109,26.21197,-81.77297999999999,online store,car_repair|establishment|point_of_interest|store,4.2,445,,,,2026-01-19T18:07:23.612632,2026-01-19T18:07:23.612632
09d26fd60d05,"google_places,google_places,google_places",Champs Sports,,,(239) 261-7316,https://stores.champssports.com/fl/naples/2054-tamiami-trail-n-14040.html,,,,,"2054 Tamiami Trl N, Naples, FL 34102, USA",Naples,FL,34102,26.1701393,-81.7974816,online store,shoe_store|establishment|clothing_store|store|point_of_interest,4.1,71,$$,,,2026-01-19T18:07:27.784547,2026-01-20T01:26:27.232678
63101e05c7ce,google_places,Omaha Steaks,,,(239) 591-0170,http://www.omahasteaks.com/stores,,,,,"2367 Vanderbilt Beach Rd #802, Naples, FL 34109, USA",Naples,FL,34109,26.246533,-81.769999,online store,establishment|food|grocery_or_supermarket|point_of_interest|store,3.8,23,,,,2026-01-19T18:07:29.790748,2026-01-19T18:07:29.790748
199f9024eb43,"google_places,google_places,google_places,google_places,google_places,google_places,google_places",Bealls Florida,,,(239) 254-1192,https://stores.beallsflorida.com/fl/naples/13995-tamiami-trail-north,,,,,"13995 Tamiami Trl N STE 9, Naples, FL 34110, USA",Naples,FL,34110,26.296137,-81.80456,online store,department_store|home_goods_store|shoe_store|establishment|clothing_store|store|point_of_interest,4.4,491,,,,2026-01-19T18:07:31.801892,2026-01-20T09:52:16.019446
6f8425bc9fe2,"google_places,google_places,google_places",Macy's,,,(239) 434-1300,https://www.macys.com/stores/fl/naples/coastland-center_822.html,,,,,"1800 9th St N, Naples, FL 34102, USA",Naples,FL,34102,26.168923,-81.7981134,online store,department_store|establishment|clothing_store|store|point_of_interest,4.3,1668,$$,,,2026-01-19T18:07:33.810482,2026-01-19T20:03:29.374864
d3ff1cab1fa1,"google_places,google_places",Fashion2Love Inc.,,,(239) 331-7082,http://www.fashion2love.net/,,,,,"2560 8th Ave SE, Naples, FL 34117, USA",Naples,FL,34117,26.2152004,-81.55512,online store,store|establishment|point_of_interest|clothing_store,4.2,18,,,,2026-01-19T18:07:35.951707,2026-01-19T19:46:01.584143
b749bf2c5f1a,"google_places,google_places,google_places,google_places,google_places,google_places",Sunshine Ace Hardware,,,(239) 262-2940,http://www.sunshineace.com/,,,,,"141 Tamiami Trl N, Naples, FL 34102, USA",Naples,FL,34102,26.1491374,-81.7967453,online store,home_goods_store|hardware_store|establishment|store|point_of_interest,4.7,394,,,,2026-01-19T18:07:37.819441,2026-01-20T09:02:58.746934
48efb286f5fd,"google_places,google_places",uBreakiFix - Phone and Computer Repair,,,(239) 649-8243,https://www.ubreakifix.com/locations/naples?utm_source=google&utm_medium=gmb&utm_campaign=naples,,,,,"36 9th St S Suite 2, Naples, FL 34102, USA",Naples,FL,34102,26.1468963,-81.7959736,online store,store|establishment|point_of_interest,4.5,395,,,,2026-01-19T18:07:39.817250,2026-01-20T09:09:38.770916
a497cd3e61fe,"google_places,google_places,google_places",Yara's Shoe Boutique,,,(239) 394-2323,https://shoeboutiquemarcoisland.com/,,,,,"740 N Collier Blvd St 110, Marco Island, FL 34145, USA",Marco Island,FL,34145,25.9534176,-81.7292564,online store,shoe_store|establishment|jewelry_store|clothing_store|store|point_of_interest,4.8,22,,,,2026-01-19T18:07:41.816953,2026-01-20T08:59:19.976990
cddd9906ca8f,"google_places,google_places,google_places,google_places",Michaels,,,(239) 206-2602,https://locations.michaels.com/fl/naples/1280/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,,,,,"13100 Tamiami Trl E, Tamiami Crossing STE 105, Naples, FL 34114, USA",Naples,FL,34114,26.0601459,-81.69659899999999,online store,store|establishment|home_goods_store|point_of_interest,4.4,379,,,,2026-01-19T18:07:43.813265,2026-01-20T08:55:32.778308
c1d8079c4b92,"google_places,google_places,google_places",PANDORA,,,(239) 427-1860,https://stores.pandora.net/en-us/fl/naples/pandora-jewelry-usb7bfac0c.html?utm_source=google&utm_medium=listing&utm_content=usb7bfac0c&utm_campaign=FL&utm_keyword=Naples,,,,,"9123 Strada Pl #7107, Naples, FL 34108, USA",Naples,FL,34108,26.2532837,-81.7978069,online store,establishment|jewelry_store|clothing_store|store|point_of_interest,4.2,110,,,,2026-01-19T18:07:45.848961,2026-01-19T19:46:45.925629
0fd034d85e22,"google_places,google_places",NAPLES PROMO DEALS,,,(239) 877-5028,http://www.naplespromodeals.com/,,,,,"5683 Rattlesnake Hammock Rd #204a, Naples, FL 34113, USA",Naples,FL,34113,26.1086995,-81.7285831,online store,store|establishment|point_of_interest|clothing_store,5,48,,,,2026-01-19T18:07:47.819138,2026-01-20T08:52:21.907576
625b8195db3a,google_places,Staples Print & Marketing Services,,,(239) 591-2930,https://stores.staples.com/fl/naples/6305-naples-blvd/print-and-marketing-services?cmpid=st_ll_goo&cid=LS:RETAIL:G&utm_source=google&utm_medium=organic&utm_campaign=Google_Business_Listing,,,,,"6305 Naples Blvd, Naples, FL 34109, USA",Naples,FL,34109,26.2210957,-81.7744288,online store,establishment|point_of_interest|store,4.7,21,$$,,,2026-01-19T18:07:49.839576,2026-01-19T18:07:49.839576
cb0156ed2845,"google_places,google_places",lululemon,,,(239) 977-2609,https://shop.lululemon.com/stores/us/naples/naples?utm_source=organic&utm_medium=local_listings&utm_campaign=GBP,,,,,"5555 Tamiami Trl N Unit G-10, Naples, FL 34108, USA",Naples,FL,34108,26.2132311,-81.80192339999999,online store,store|establishment|point_of_interest|clothing_store,4.2,120,$$$,,,2026-01-19T18:07:51.835630,2026-01-19T18:23:26.465739
5de21dffaafc,"google_places,google_places",Hobby Lobby,,,(239) 596-5991,https://www.hobbylobby.com/stores/search/548,,,,,"1000 Immokalee Rd #30, Naples, FL 34110, USA",Naples,FL,34110,26.270115,-81.798395,online store,store|establishment|home_goods_store|point_of_interest,4.6,1138,$$,,,2026-01-19T18:07:53.846097,2026-01-20T10:24:10.424596
757f8252e863,"google_places,google_places",The UPS Store,,,(239) 455-7778,https://locations.theupsstore.com/fl/naples/4001-santa-barbara-blvd?utm_source=Yext&utm_medium=organic&utm_campaign=Listings,,,,,"4001 Santa Barbara Blvd, Naples, FL 34104, USA",Naples,FL,34104,26.1537643,-81.7210395,online store,finance|store|establishment|point_of_interest,2.4,118,,low_rating,,2026-01-19T18:07:55.855203,2026-01-20T08:45:44.738787
6426c17ba90a,google_places,Bath & Body Works,,,(239) 417-8309,https://www.bathandbodyworks.com/?cm_mmc=local_BBW00179,,,,,"1900 Tamiami Trl N, Naples, FL 34102, USA",Naples,FL,34102,26.169948,-81.7970756,online store,clothing_store|establishment|home_goods_store|point_of_interest|store,4.6,305,$$,,,2026-01-19T18:07:57.931203,2026-01-19T18:07:57.931203
4cac29446e9a,"google_places,google_places",Tires Plus,,,(239) 307-6871,https://www.tiresplus.com/florida/naples/3612-tamiami-tr-e/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,,,,,"3612 Tamiami Trl E, Naples, FL 34112, USA",Naples,FL,34112,26.1202469,-81.76080429999999,online store,car_repair|store|establishment|point_of_interest,4,317,,,,2026-01-19T18:07:59.859286,2026-01-20T08:47:25.333446
4dac1bc2a3cb,"google_places,google_places",Free People,,,(239) 596-1272,https://www.freepeople.com/stores/naples?utm_medium=organic&utm_source=google&utm_campaign=local&utm_content=1838,,,,,"Waterside Shops, 5435 Tamiami Trl N, Naples, FL 34108, USA",Naples,FL,34108,26.2130377,-81.8025815,online store,shoe_store|establishment|clothing_store|store|point_of_interest,4.6,30,,,,2026-01-19T18:08:01.848723,2026-01-20T05:31:04.677835
36bb10848bff,google_places,FP Movement,,,(239) 306-8300,https://www.freepeople.com/,,,,,"9115 Strada Pl Space #5115, Naples, FL 34108, USA",Naples,FL,34108,26.2537373,-81.7983301,online store,clothing_store|establishment|point_of_interest|shoe_store|store,3,2,,few_reviews|low_rating,,2026-01-19T18:08:03.940388,2026-01-19T18:08:03.940388
80b349edff29,google_places,Vape King,,,(239) 948-3244,http://www.vapeking.com/,,,,,"28441 S Tamiami Trl #209, Bonita Springs, FL 34134, USA",Bonita Springs,FL,34134,26.3234686,-81.80465269999999,online store,bar|establishment|night_club|point_of_interest|store,4.7,370,,,,2026-01-19T18:08:05.925272,2026-01-19T18:08:05.925272
5bcc838a75f1,"google_places,google_places,google_places,google_places",Pinball Auto Shop,,,(650) 360-5708,https://pinball-paradise.ueniweb.com/?utm_campaign=gmb,,,,,"220 Oceans View Blvd, Naples, FL 34104, USA",Naples,FL,34104,26.1501562,-81.73824859999999,e-commerce,establishment|point_of_interest,5,1,,few_reviews,,2026-01-19T18:08:11.884696,2026-01-20T09:09:44.699716
61a8645a19ad,"google_places,google_places,google_places",CDemotos,,,(239) 269-5744,https://www.cdemotos.com/,,,,,"4726 Formosa Dr, Naples, FL 34119, USA",Naples,FL,34119,26.2537423,-81.7015686,e-commerce,establishment|point_of_interest,0,0,,no_rating|no_reviews,,2026-01-19T18:08:13.941343,2026-01-20T09:30:18.762394
6e1ccfb94c99,"google_places,google_places,google_places","Vapor Dogs - Online, e-Cigs and Supplies",,,(239) 404-4118,http://www.vapordogs.com/,,,,,"15th St NW, Naples, FL 34120, USA",Naples,FL,34120,26.2299512,-81.63642039999999,e-commerce,establishment|point_of_interest,5,2,,few_reviews,,2026-01-19T18:08:15.869775,2026-01-20T09:30:28.814051
1c0a6e964a4d,"google_places,google_places","Buildnbuy, LLC",,,(864) 494-7119,https://www.buildnbuyllc.net/,,,,,"2250 Robin Dr, Naples, FL 34117, USA",Naples,FL,34117,26.1877741,-81.6599896,e-commerce,establishment|point_of_interest,5,1,,few_reviews,,2026-01-19T18:08:17.874956,2026-01-19T19:48:56.602560
ca6d6648ae9e,"google_places,google_places,google_places",StellarShip,,,(239) 300-1971,,,,,,"14301 Tuscany Pointe CV, Naples, FL 34120, USA",Naples,FL,34120,26.2485155,-81.68692399999999,e-commerce,establishment|point_of_interest,5,1,,few_reviews|no_website,,2026-01-19T18:08:19.879328,2026-01-20T09:30:32.813767
29f508c2c25e,"google_places,google_places,google_places",EvEssence,,,(239) 300-5007,,,,,,"7054 Ambrosia Ln, Naples, FL 34119, USA",Naples,FL,34119,26.2469937,-81.69633,e-commerce,establishment|point_of_interest,0,0,,no_rating|no_website|no_reviews,,2026-01-19T18:08:21.936367,2026-01-20T09:30:42.835264
03a4c3b6ac73,"google_places,google_places,google_places",Custom Hitch & Trailer,,,(239) 596-0702,http://www.ecustomrim.com/,,,,,"1720 J and C Blvd #1, Naples, FL 34109, USA",Naples,FL,34109,26.223319,-81.7842158,e-commerce,establishment|point_of_interest,4.1,11,,,,2026-01-19T18:08:23.897361,2026-01-20T09:30:38.823648
621b3f454c03,"google_places,google_places,google_places",Set2save,,,(239) 601-3039,,,,,,"1741 Birdie Dr, Naples, FL 34120, USA",Naples,FL,34120,26.2806223,-81.5772297,e-commerce,establishment|point_of_interest,0,0,,no_rating|no_website|no_reviews,,2026-01-19T18:08:25.893939,2026-01-20T09:31:09.078809
